sample_id,journey_id,timestamp,train_id,train_number,train_name,zone,current_station_code,current_station_name,next_station_code,next_station_name,latitude,longitude,current_delay_minutes,previous_station_delay,current_speed_kmph,distance_to_next_station_km,distance_remaining_km,scheduled_remaining_time_minutes,weather_score,rainfall_mm,congestion_score,speed_restriction_score,signal_delay_score,upcoming_station_count,hour_of_day,day_of_week,month,remaining_travel_time_minutes
JRN_12302_20260808_ST03,JRN_12302_20260808,2026-08-08T02:39:00,12302,12302,New Delhi Rajdhani Express,NR,PRYJ,Prayagraj JN,DDU,Pt DD Upadhyaya JN,25.4358,81.8463,6.9,8.5,84.0,65.9,413.1,302.3,0.0,0.0,0.36,0.0,0.0,5,2,5,8,314.1
JRN_128010_20260808_ST02,JRN_128010_20260808,2026-08-08T02:41:00,128010,128010,Ajmer - Varanasi Superfast Express,SER,ASR,Amritsar JN,ANVT,Anand Vihar,25.5,80.8,2.5,4.5,63.9,116.1,752.9,550.9,0.1,5.0,0.06,0.25,0.0,8,2,5,8,566.2
JRN_124059_20260808_ST06,JRN_124059_20260808,2026-08-08T02:45:00,124059,124059,Amritsar - Visakhapatnam Garib Rath Express,NR,JUC,Jalandhar City,LKO,Lucknow,27.5,84.0,27.9,20.4,52.2,102.4,717.4,524.9,0.0,0.0,0.48,0.0,0.3,8,2,5,8,550.2
JRN_208080_20260808_ST08,JRN_208080_20260808,2026-08-08T02:46:00,208080,208080,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,LDH,Ludhiana JN,MB,Moradabad,28.5,85.6,64.6,60.7,83.4,73.9,639.1,467.6,0.4,0.0,0.24,0.0,0.0,7,2,5,8,549.4
JRN_122061_20260808_ST07,JRN_122061_20260808,2026-08-08T02:51:00,122061,122061,Ambala - Visakhapatnam Duronto Express,ER,LKO,Lucknow,LDH,Ludhiana JN,28.0,84.8,11.3,10.5,60.9,120.3,578.3,423.1,0.2,0.0,0.56,0.25,0.0,6,2,5,8,446.9
JRN_120069_20260808_ST07,JRN_120069_20260808,2026-08-08T02:52:00,120069,120069,Ahmedabad - Visakhapatnam Shatabdi Express,NR,GHY,Guwahati,JUC,Jalandhar City,28.0,84.8,0.0,1.3,85.5,68.4,595.3,435.6,0.1,5.0,0.39,0.25,0.0,8,2,5,8,464.1
JRN_229013_20260808_ST09,JRN_229013_20260808,2026-08-08T02:56:00,229013,229013,Ajmer - Varanasi Humsafar Express,WR,SC,Secunderabad JN,SGUJ,Siliguri JN,29.0,86.4,0.0,0.0,79.6,64.1,139.1,101.8,0.0,0.0,0.26,0.0,0.0,2,2,5,8,111.6
JRN_208078_20260808_ST09,JRN_208078_20260808,2026-08-08T02:59:00,208078,208078,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,RNC,Ranchi,UDZ,Udaipur City,29.0,86.4,50.1,40.3,68.5,122.3,189.7,138.8,0.0,0.0,0.26,0.0,0.0,2,2,5,8,133.6
JRN_226043_20260808_ST12,JRN_226043_20260808,2026-08-08T03:01:00,226043,226043,Ahmedabad - Udaipur SF Express,SR,RNC,Ranchi,SC,Secunderabad JN,30.5,88.8,34.4,38.6,82.9,85.4,209.7,153.5,0.0,0.0,0.42,0.0,0.3,2,3,5,8,160.8
JRN_12137_20260807_ST31,JRN_12137_20260807,2026-08-08T03:04:00,12137,12137,Punjab Mail,CR,FDB,Faridabad,NZM,Hazrat Nizamuddin,40.0,104.0,220.9,213.2,84.1,63.0,1914.5,1400.9,0.4,0.0,0.43,0.0,0.0,21,3,5,8,1570.4
JRN_208083_20260808_ST06,JRN_208083_20260808,2026-08-08T03:05:00,208083,208083,Anand - Varanasi Vande Bharat,ECoR,LDH,Ludhiana JN,DDU,Mughalsarai,27.5,84.0,19.7,10.5,88.8,80.5,452.3,330.9,0.2,0.0,0.13,0.0,0.0,5,3,5,8,370.2
JRN_12810_20260808_ST11,JRN_12810_20260808,2026-08-08T03:07:00,12810,12810,Howrah Mumbai Mail,SER,DURG,Durg,RJN,Raj Nandgaon,30.0,88.0,26.2,16.4,63.3,69.8,1270.8,929.9,0.1,5.0,0.13,0.0,0.8,14,3,5,8,969.3
JRN_229017_20260808_ST03,JRN_229017_20260808,2026-08-08T03:13:00,229017,229017,Ahmedabad - Visakhapatnam Humsafar Express,WR,DBRG,Dibrugarh,HYB,Hyderabad,26.0,81.6,6.4,7.4,83.8,79.7,473.7,346.6,0.0,0.0,0.16,0.0,0.3,5,3,5,8,355.8
JRN_229084_20260808_ST05,JRN_229084_20260808,2026-08-08T03:13:00,229084,229084,Amritsar - Visakhapatnam Humsafar Express,WR,PUNE,Pune JN,PURI,Puri,27.0,83.2,33.9,18.8,61.7,70.1,223.3,163.4,0.0,0.0,0.33,0.0,0.0,3,3,5,8,176.4
JRN_124023_20260808_ST05,JRN_124023_20260808,2026-08-08T03:20:00,124023,124023,Amritsar - Ranchi Garib Rath Express,NR,MAS,Chennai Central,GHY,Guwahati,13.0827,80.2707,2.1,0.8,69.9,71.0,404.7,296.1,0.0,0.0,0.32,0.6,0.0,5,3,5,8,320.1
JRN_125058_20260808_ST11,JRN_125058_20260808,2026-08-08T03:20:00,125058,125058,Ajmer - Visakhapatnam Jan Shatabdi,NER,SGUJ,Siliguri JN,VSKP,Visakhapatnam,30.0,88.0,45.2,50.8,62.9,87.5,87.5,64.1,0.1,5.0,0.17,0.0,0.0,1,3,5,8,58.1
JRN_208095_20260808_ST09,JRN_208095_20260808,2026-08-08T03:21:00,208095,208095,Ajmer - Visakhapatnam Vande Bharat,ECoR,PNBE,Patna JN,PURI,Puri,29.0,86.4,14.8,14.6,64.8,76.9,436.8,319.6,0.0,0.0,0.24,0.0,0.0,5,3,5,8,329.1
JRN_12626_20260807_ST20,JRN_12626_20260807,2026-08-08T03:25:00,12626,12626,Kerala Express,SR,PGT,Palakkad JN,TCR,Thrissur,34.5,95.2,296.3,280.8,96.8,87.2,1073.9,785.8,0.9,45.0,0.36,0.25,0.0,12,3,5,8,968.1
JRN_12137_20260807_ST47,JRN_12137_20260807,2026-08-08T03:26:00,12137,12137,Punjab Mail,CR,GDB,Gidderbaha,MOT,Malout,48.0,116.80000000000001,358.1,347.6,58.6,120.1,466.6,341.4,0.4,0.0,0.42,0.0,0.0,5,3,5,8,373.8
JRN_120012_20260808_ST04,JRN_120012_20260808,2026-08-08T03:27:00,120012,120012,Ambala - Visakhapatnam Shatabdi Express,NR,MAS,Chennai Central,GHY,Guwahati,13.0827,80.2707,11.0,2.0,102.6,65.6,592.8,433.8,0.0,0.0,0.35,0.0,0.0,7,3,5,8,433.6
JRN_124037_20260808_ST10,JRN_124037_20260808,2026-08-08T03:30:00,124037,124037,Ambala - Udaipur Garib Rath Express,NR,SC,Secunderabad JN,UDZ,Udaipur City,29.5,87.2,114.0,100.3,70.5,85.8,85.8,62.7,0.36,18.0,0.27,0.0,0.0,1,3,5,8,67.7
JRN_124058_20260808_ST01,JRN_124058_20260808,2026-08-08T03:30:00,124058,124058,Ahmedabad - Udaipur Garib Rath Express,NR,ADI,Ahmedabad JN,UMB,Ambala Cantt,25.0,80.0,0.0,0.0,62.0,66.6,591.8,433.0,0.0,0.0,0.36,0.25,0.0,7,3,5,8,466.2
JRN_12626_20260808_ST06,JRN_12626_20260808,2026-08-08T03:32:00,12626,12626,Kerala Express,SR,BPL,Bhopal JN,NGP,Nagpur,23.2599,77.4126,23.8,24.3,90.5,59.8,2233.5,1634.3,0.4,0.0,0.21,0.6,0.3,26,3,5,8,1906.4
JRN_208034_20260808_ST01,JRN_208034_20260808,2026-08-08T03:35:00,208034,208034,Dibrugarh - Visakhapatnam Vande Bharat,ECoR,DBRG,Dibrugarh,JP,Jaipur,25.0,80.0,0.0,0.0,63.2,70.2,781.1,571.6,0.0,0.0,0.32,0.0,0.0,8,3,5,8,589.7
JRN_12137_20260808_ST15,JRN_12137_20260808,2026-08-08T03:42:00,12137,12137,Punjab Mail,CR,BPL,Bhopal JN,BHS,Vidisha,23.2599,77.4126,44.8,30.8,62.3,87.3,3322.1,2430.8,0.0,0.0,0.39,0.0,0.3,37,3,5,8,2496.7
JRN_124056_20260808_ST03,JRN_124056_20260808,2026-08-08T03:42:00,124056,124056,Ahmedabad - Visakhapatnam Garib Rath Express,NR,BE,Bareilly,BBS,Bhubaneswar,26.0,81.6,0.0,0.0,81.1,104.0,856.8,626.9,0.0,0.0,0.35,0.0,0.3,9,3,5,8,655.5
JRN_208078_20260808_ST10,JRN_208078_20260808,2026-08-08T03:43:00,208078,208078,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,UDZ,Udaipur City,VSKP,Visakhapatnam,29.5,87.2,45.7,50.1,37.5,67.4,67.4,49.3,0.0,0.0,0.18,0.0,0.0,1,3,5,8,48.4
JRN_124078_20260808_ST05,JRN_124078_20260808,2026-08-08T03:44:00,124078,124078,Ambala - Varanasi Garib Rath Express,NR,JUC,Jalandhar City,LDH,Ludhiana JN,27.0,83.2,27.0,15.4,76.4,80.0,424.6,310.7,0.3,5.0,0.4,0.0,0.0,6,3,5,8,344.7
JRN_124059_20260808_ST07,JRN_124059_20260808,2026-08-08T03:48:00,124059,124059,Amritsar - Visakhapatnam Garib Rath Express,NR,LKO,Lucknow,LDH,Ludhiana JN,28.0,84.8,39.6,27.9,110.0,55.0,615.0,450.0,0.0,0.0,0.2,0.25,0.3,7,3,5,8,463.6
JRN_12137_20260808_ST50,JRN_12137_20260808,2026-08-08T03:51:00,12137,12137,Punjab Mail,CR,KKP,Kot Kapura,FDK,Faridkot,49.5,119.2,104.9,105.0,72.2,96.3,163.5,119.6,0.0,0.0,0.5,0.0,0.0,2,3,5,8,125.4
JRN_128068_20260808_ST09,JRN_128068_20260808,2026-08-08T03:55:00,128068,128068,Ambala - Visakhapatnam Superfast Express,SER,RNC,Ranchi,SC,Secunderabad JN,29.0,86.4,14.5,16.3,59.0,105.7,349.9,256.0,0.0,0.0,0.46,0.0,0.3,4,3,5,8,272.1
JRN_208083_20260808_ST07,JRN_208083_20260808,2026-08-08T03:55:00,208083,208083,Anand - Varanasi Vande Bharat,ECoR,DDU,Mughalsarai,PNBE,Patna JN,25.2819,83.1147,27.6,19.7,69.9,118.5,371.8,272.1,0.2,0.0,0.2,0.0,0.3,4,3,5,8,303.5
JRN_226089_20260808_ST07,JRN_226089_20260808,2026-08-08T03:55:00,226089,226089,Ajmer - Visakhapatnam SF Express,SR,BSB,Varanasi JN,VSKP,Visakhapatnam,25.3268,82.9863,7.9,0.7,89.1,99.4,99.4,72.8,0.0,0.0,0.22,0.0,0.0,1,3,5,8,65.6
JRN_128030_20260808_ST02,JRN_128030_20260808,2026-08-08T03:57:00,128030,128030,Bareilly - Visakhapatnam Superfast Express,SER,BBS,Bhubaneswar,MAS,Chennai Central,25.5,80.8,1.7,0.0,59.4,73.0,1082.6,792.1,0.36,18.0,0.53,0.0,0.0,13,3,5,8,889.0
JRN_12626_20260808_ST21,JRN_12626_20260808,2026-08-08T03:58:00,12626,12626,Kerala Express,SR,TCR,Thrissur,AWY,Aluva,35.0,96.0,208.9,197.7,59.8,74.9,1011.8,740.3,0.4,0.0,0.48,0.0,0.0,11,3,5,8,827.3
JRN_229013_20260808_ST10,JRN_229013_20260808,2026-08-08T03:58:00,229013,229013,Ajmer - Varanasi Humsafar Express,WR,SGUJ,Siliguri JN,BSB,Varanasi JN,29.5,87.2,0.0,0.0,89.4,75.0,75.0,54.9,0.0,0.0,0.38,0.25,0.3,1,3,5,8,67.5
JRN_12810_20260808_ST12,JRN_12810_20260808,2026-08-08T03:59:00,12810,12810,Howrah Mumbai Mail,SER,RJN,Raj Nandgaon,G,Gondia JN,30.5,88.8,38.7,26.2,79.2,65.2,1201.0,878.8,0.1,5.0,0.4,0.0,0.0,13,3,5,8,905.7
JRN_120069_20260808_ST08,JRN_120069_20260808,2026-08-08T03:59:00,120069,120069,Ahmedabad - Visakhapatnam Shatabdi Express,NR,JUC,Jalandhar City,MB,Moradabad,28.5,85.6,6.3,0.0,59.4,74.9,526.8,385.5,0.1,5.0,0.3,0.6,0.0,7,3,5,8,407.7
JRN_208052_20260808_ST06,JRN_208052_20260808,2026-08-08T03:59:00,208052,208052,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,DBRG,Dibrugarh,HYB,Hyderabad,27.5,84.0,25.9,9.3,75.4,79.9,796.5,582.8,0.0,0.0,0.34,0.6,0.8,9,3,5,8,598.1
JRN_128010_20260808_ST03,JRN_128010_20260808,2026-08-08T04:06:00,128010,128010,Ajmer - Varanasi Superfast Express,SER,ANVT,Anand Vihar,BE,Bareilly,26.0,81.6,3.6,2.5,88.9,113.3,636.8,465.9,0.1,5.0,0.19,0.0,0.0,7,4,5,8,480.2
JRN_124023_20260808_ST06,JRN_124023_20260808,2026-08-08T04:10:00,124023,124023,Amritsar - Ranchi Garib Rath Express,NR,GHY,Guwahati,JUC,Jalandhar City,27.5,84.0,11.1,2.1,79.3,122.0,333.7,244.2,0.0,0.0,0.28,0.0,0.8,4,4,5,8,259.1
JRN_208080_20260808_ST09,JRN_208080_20260808,2026-08-08T04:10:00,208080,208080,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,MB,Moradabad,DDU,Mughalsarai,29.0,86.4,68.7,64.6,79.6,89.8,565.2,413.6,0.4,0.0,0.28,0.0,0.0,6,4,5,8,491.2
JRN_229035_20260808_ST01,JRN_229035_20260808,2026-08-08T04:10:00,229035,229035,Ahmedabad - Varanasi Humsafar Express,WR,ADI,Ahmedabad JN,UMB,Ambala Cantt,25.0,80.0,0.0,0.0,91.8,59.6,827.6,605.5,0.0,0.0,0.25,0.0,0.0,9,4,5,8,638.7
JRN_124055_20260808_ST05,JRN_124055_20260808,2026-08-08T04:11:00,124055,124055,Ajmer - Visakhapatnam Garib Rath Express,NR,JUC,Jalandhar City,LKO,Lucknow,27.0,83.2,17.6,7.7,81.9,101.1,664.7,486.4,0.0,0.0,0.35,0.0,0.0,8,4,5,8,468.0
JRN_120037_20260808_ST06,JRN_120037_20260808,2026-08-08T04:12:00,120037,120037,Ajmer - Varanasi Shatabdi Express,NR,JP,Jaipur,JU,Jodhpur JN,27.5,84.0,44.6,36.2,81.3,65.1,769.5,563.1,0.0,0.0,0.23,0.0,0.3,9,4,5,8,607.8
JRN_124058_20260808_ST02,JRN_124058_20260808,2026-08-08T04:13:00,124058,124058,Ahmedabad - Udaipur Garib Rath Express,NR,UMB,Ambala Cantt,ANVT,Anand Vihar,25.5,80.8,6.7,0.0,76.2,92.6,525.2,384.3,0.0,0.0,0.15,0.0,0.0,6,4,5,8,410.8
JRN_122061_20260808_ST08,JRN_122061_20260808,2026-08-08T04:16:00,122061,122061,Ambala - Visakhapatnam Duronto Express,ER,LDH,Ludhiana JN,MB,Moradabad,28.5,85.6,21.6,11.3,87.7,93.4,457.9,335.1,0.2,0.0,0.06,0.0,0.0,5,4,5,8,348.5
JRN_128040_20260808_ST06,JRN_128040_20260808,2026-08-08T04:21:00,128040,128040,Ajmer - Varanasi Superfast Express,SER,BBS,Bhubaneswar,GHY,Guwahati,27.5,84.0,0.0,0.0,41.8,75.4,575.1,420.8,0.0,0.0,0.63,0.25,0.3,6,4,5,8,446.3
JRN_120089_20260808_ST12,JRN_120089_20260808,2026-08-08T04:25:00,120089,120089,Ajmer - Visakhapatnam Shatabdi Express,NR,RNC,Ranchi,VSKP,Visakhapatnam,30.5,88.8,9.5,13.0,87.5,71.7,71.7,52.4,0.1,5.0,0.18,0.0,0.0,1,4,5,8,50.9
JRN_12137_20260807_ST48,JRN_12137_20260807,2026-08-08T04:26:00,12137,12137,Punjab Mail,CR,MOT,Malout,MKS,Muktsar,48.5,117.6,358.9,358.1,89.3,62.5,346.5,253.5,0.4,0.0,0.18,0.25,0.0,4,4,5,8,285.0
JRN_12565_20260808_ST03,JRN_12565_20260808,2026-08-08T04:26:00,12565,12565,Bihar Sampark Kranti Express,ECR,MFP,Muzaffarpur JN,HJP,Hajipur JN,26.0,81.6,5.3,0.0,57.9,119.7,908.1,664.4,0.0,0.0,0.08,0.0,0.0,10,4,5,8,664.6
JRN_124013_20260808_ST02,JRN_124013_20260808,2026-08-08T04:26:00,124013,124013,Ambala - Visakhapatnam Garib Rath Express,NR,BE,Bareilly,HYB,Hyderabad,25.5,80.8,0.3,0.8,64.2,80.1,908.3,664.6,0.0,0.0,0.32,0.6,0.0,10,4,5,8,699.3
JRN_12302_20260808_ST04,JRN_12302_20260808,2026-08-08T04:37:00,12302,12302,New Delhi Rajdhani Express,NR,DDU,Pt DD Upadhyaya JN,GAYA,Gaya JN,25.2819,83.1147,7.8,6.9,89.1,107.7,347.2,254.0,0.0,0.0,0.6,0.0,0.0,4,4,5,8,264.9
JRN_12137_20260808_ST33,JRN_12137_20260808,2026-08-08T04:46:00,12137,12137,Punjab Mail,CR,NDLS,New Delhi,SSB,Shakurbasti,28.6139,77.209,95.4,86.3,90.2,69.2,1650.6,1207.8,0.0,0.0,0.29,0.0,0.3,19,4,5,8,1223.0
JRN_226043_20260808_ST13,JRN_226043_20260808,2026-08-08T04:48:00,226043,226043,Ahmedabad - Udaipur SF Express,SR,SC,Secunderabad JN,UDZ,Udaipur City,31.0,89.6,48.5,34.4,86.5,124.3,124.3,91.0,0.0,0.0,0.18,0.0,0.0,1,4,5,8,84.2
JRN_229017_20260808_ST04,JRN_229017_20260808,2026-08-08T04:51:00,229017,229017,Ahmedabad - Visakhapatnam Humsafar Express,WR,HYB,Hyderabad,DDU,Mughalsarai,26.5,82.4,2.5,6.4,70.8,56.4,394.0,288.3,0.0,0.0,0.3,0.25,0.0,4,4,5,8,301.4
JRN_124078_20260808_ST06,JRN_124078_20260808,2026-08-08T04:52:00,124078,124078,Ambala - Varanasi Garib Rath Express,NR,LDH,Ludhiana JN,MB,Moradabad,27.5,84.0,35.7,27.0,82.3,62.5,344.5,252.1,0.3,5.0,0.35,0.0,0.8,5,4,5,8,277.5
JRN_229084_20260808_ST06,JRN_229084_20260808,2026-08-08T04:52:00,229084,229084,Amritsar - Visakhapatnam Humsafar Express,WR,PURI,Puri,BSB,Varanasi JN,27.5,84.0,41.1,33.9,65.2,60.5,153.3,112.1,0.0,0.0,0.16,0.0,0.3,2,4,5,8,117.9
JRN_229035_20260808_ST02,JRN_229035_20260808,2026-08-08T04:54:00,229035,229035,Ahmedabad - Varanasi Humsafar Express,WR,UMB,Ambala Cantt,ANVT,Anand Vihar,25.5,80.8,0.0,0.0,77.4,111.5,768.0,562.0,0.0,0.0,0.14,0.0,0.3,8,4,5,8,596.3
JRN_120069_20260808_ST09,JRN_120069_20260808,2026-08-08T04:57:00,120069,120069,Ahmedabad - Visakhapatnam Shatabdi Express,NR,MB,Moradabad,PUNE,Pune JN,29.0,86.4,13.0,6.3,66.2,91.0,451.9,330.7,0.1,5.0,0.49,0.0,0.0,6,4,5,8,346.1
JRN_208080_20260808_ST10,JRN_208080_20260808,2026-08-08T04:57:00,208080,208080,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,DDU,Mughalsarai,PUNE,Pune JN,25.2819,83.1147,77.8,68.7,75.1,96.5,475.4,347.8,0.4,0.0,0.27,0.0,0.3,5,4,5,8,416.4
JRN_12137_20260808_ST16,JRN_12137_20260808,2026-08-08T04:59:00,12137,12137,Punjab Mail,CR,BHS,Vidisha,BAQ,Ganj Basoda,32.5,92.0,52.4,44.8,113.0,119.7,3234.8,2367.0,0.0,0.0,0.23,0.0,0.3,36,4,5,8,2425.2
JRN_120012_20260808_ST05,JRN_120012_20260808,2026-08-08T05:01:00,120012,120012,Ambala - Visakhapatnam Shatabdi Express,NR,GHY,Guwahati,HYB,Hyderabad,27.0,83.2,12.1,11.0,72.7,104.4,527.2,385.8,0.0,0.0,0.08,0.0,0.0,6,5,5,8,384.4
JRN_124055_20260808_ST06,JRN_124055_20260808,2026-08-08T05:01:00,124055,124055,Ajmer - Visakhapatnam Garib Rath Express,NR,LKO,Lucknow,LDH,Ludhiana JN,27.5,84.0,21.9,17.6,83.1,66.1,563.6,412.4,0.0,0.0,0.19,0.0,0.0,7,5,5,8,389.7
JRN_12626_20260808_ST07,JRN_12626_20260808,2026-08-08T05:06:00,12626,12626,Kerala Express,SR,NGP,Nagpur,BPQ,Balharshah,28.0,84.8,34.5,23.8,66.4,83.8,2173.8,1590.6,0.4,0.0,0.48,0.25,0.8,25,5,5,8,1851.9
JRN_208083_20260808_ST08,JRN_208083_20260808,2026-08-08T05:08:00,208083,208083,Anand - Varanasi Vande Bharat,ECoR,PNBE,Patna JN,PUNE,Pune JN,28.5,85.6,32.4,27.6,84.1,103.3,253.3,185.4,0.2,0.0,0.21,0.6,0.0,3,5,5,8,211.9
JRN_12137_20260808_ST51,JRN_12137_20260808,2026-08-08T05:09:00,12137,12137,Punjab Mail,CR,FDK,Faridkot,FZR,Firozpur Cantt,50.0,120.0,109.1,104.9,71.5,67.2,67.2,49.2,0.0,0.0,0.51,0.0,0.0,1,5,5,8,50.7
JRN_122061_20260808_ST09,JRN_122061_20260808,2026-08-08T05:12:00,122061,122061,Ambala - Visakhapatnam Duronto Express,ER,MB,Moradabad,RNC,Ranchi,29.0,86.4,16.0,21.6,69.9,119.7,364.5,266.7,0.2,0.0,0.48,0.0,0.0,4,5,5,8,285.7
JRN_128010_20260808_ST04,JRN_128010_20260808,2026-08-08T05:13:00,128010,128010,Ajmer - Varanasi Superfast Express,SER,BE,Bareilly,BBS,Bhubaneswar,26.5,82.4,1.2,3.6,66.3,84.2,523.5,383.0,0.1,5.0,0.33,0.0,0.0,6,5,5,8,399.6
JRN_124058_20260808_ST03,JRN_124058_20260808,2026-08-08T05:14:00,124058,124058,Ahmedabad - Udaipur Garib Rath Express,NR,ANVT,Anand Vihar,DBRG,Dibrugarh,26.0,81.6,1.8,6.7,69.0,60.9,432.6,316.6,0.0,0.0,0.28,0.25,0.8,5,5,5,8,347.9
JRN_124068_20260808_ST01,JRN_124068_20260808,2026-08-08T05:15:00,124068,124068,Amritsar - Visakhapatnam Garib Rath Express,NR,ASR,Amritsar JN,SBC,Bengaluru City,25.0,80.0,0.0,0.0,73.1,72.3,686.0,501.9,0.1,5.0,0.32,0.6,0.0,9,5,5,8,517.3
JRN_128068_20260808_ST10,JRN_128068_20260808,2026-08-08T05:15:00,128068,128068,Ambala - Visakhapatnam Superfast Express,SER,SC,Secunderabad JN,SGUJ,Siliguri JN,29.5,87.2,20.4,14.5,81.5,81.0,244.2,178.7,0.0,0.0,0.08,0.0,0.3,3,5,5,8,188.8
JRN_208052_20260808_ST07,JRN_208052_20260808,2026-08-08T05:15:00,208052,208052,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,HYB,Hyderabad,JP,Jaipur,28.0,84.8,48.4,25.9,64.9,106.2,716.5,524.3,0.0,0.0,0.17,0.25,0.0,8,5,5,8,517.1
JRN_208095_20260808_ST10,JRN_208095_20260808,2026-08-08T05:25:00,208095,208095,Ajmer - Visakhapatnam Vande Bharat,ECoR,PURI,Puri,RNC,Ranchi,29.5,87.2,12.1,14.8,92.9,73.2,359.8,263.3,0.0,0.0,0.16,0.0,0.3,4,5,5,8,275.5
JRN_124059_20260808_ST08,JRN_124059_20260808,2026-08-08T05:30:00,124059,124059,Amritsar - Visakhapatnam Garib Rath Express,NR,LDH,Ludhiana JN,PNBE,Patna JN,28.5,85.6,47.9,39.6,77.6,122.1,559.9,409.7,0.0,0.0,0.32,0.0,0.0,6,5,5,8,415.0
JRN_120037_20260808_ST07,JRN_120037_20260808,2026-08-08T05:33:00,120037,120037,Ajmer - Varanasi Shatabdi Express,NR,JU,Jodhpur JN,LKO,Lucknow,28.0,84.8,42.4,44.6,59.3,111.1,704.4,515.4,0.0,0.0,0.22,0.0,0.3,8,5,5,8,562.3
JRN_208034_20260808_ST02,JRN_208034_20260808,2026-08-08T05:33:00,208034,208034,Dibrugarh - Visakhapatnam Vande Bharat,ECoR,JP,Jaipur,JU,Jodhpur JN,25.5,80.8,0.0,0.0,83.6,96.7,710.9,520.2,0.0,0.0,0.11,0.0,0.0,7,5,5,8,539.7
JRN_229017_20260808_ST05,JRN_229017_20260808,2026-08-08T05:37:00,229017,229017,Ahmedabad - Visakhapatnam Humsafar Express,WR,DDU,Mughalsarai,PUNE,Pune JN,25.2819,83.1147,7.9,2.5,67.6,123.7,337.6,247.0,0.0,0.0,0.5,0.0,0.0,3,5,5,8,254.7
JRN_229084_20260808_ST07,JRN_229084_20260808,2026-08-08T05:42:00,229084,229084,Amritsar - Visakhapatnam Humsafar Express,WR,BSB,Varanasi JN,VSKP,Visakhapatnam,25.3268,82.9863,44.5,41.1,71.3,92.8,92.8,67.9,0.0,0.0,0.41,0.0,0.0,1,5,5,8,70.3
JRN_12810_20260808_ST13,JRN_12810_20260808,2026-08-08T05:46:00,12810,12810,Howrah Mumbai Mail,SER,G,Gondia JN,NGP,Nagpur,31.0,89.6,43.4,38.7,68.3,55.5,1135.7,831.0,0.1,5.0,0.32,0.25,0.0,12,5,5,8,853.3
JRN_124056_20260808_ST04,JRN_124056_20260808,2026-08-08T05:46:00,124056,124056,Ahmedabad - Visakhapatnam Garib Rath Express,NR,BBS,Bhubaneswar,GHY,Guwahati,26.5,82.4,12.1,0.0,74.4,122.1,752.8,550.8,0.0,0.0,0.22,0.0,0.0,8,5,5,8,567.3
JRN_12565_20260808_ST04,JRN_12565_20260808,2026-08-08T05:49:00,12565,12565,Bihar Sampark Kranti Express,ECR,HJP,Hajipur JN,SEE,Sonpur JN,26.5,82.4,0.0,5.3,60.0,105.7,788.3,576.8,0.0,0.0,0.1,0.0,0.0,9,5,5,8,583.6
JRN_208080_20260808_ST11,JRN_208080_20260808,2026-08-08T05:52:00,208080,208080,Ahmedabad - Visakhapatnam Vande Bharat,ECoR,PUNE,Pune JN,PURI,Puri,30.0,88.0,85.7,77.8,85.2,94.7,378.9,277.3,0.4,0.0,0.07,0.25,0.8,4,5,5,8,337.9
JRN_229035_20260808_ST03,JRN_229035_20260808,2026-08-08T05:54:00,229035,229035,Ahmedabad - Varanasi Humsafar Express,WR,ANVT,Anand Vihar,SBC,Bengaluru City,26.0,81.6,3.3,0.0,73.0,118.6,656.6,480.4,0.0,0.0,0.36,0.0,0.8,7,5,5,8,511.5
JRN_208073_20260808_ST01,JRN_208073_20260808,2026-08-08T05:55:00,208073,208073,Ambala - Udaipur Vande Bharat,ECoR,UMB,Ambala Cantt,BE,Bareilly,25.0,80.0,0.0,0.0,84.5,84.7,1159.5,848.4,0.0,0.0,0.12,0.0,0.3,13,5,5,8,882.6
JRN_128030_20260808_ST03,JRN_128030_20260808,2026-08-08T05:56:00,128030,128030,Bareilly - Visakhapatnam Superfast Express,SER,MAS,Chennai Central,DBRG,Dibrugarh,13.0827,80.2707,13.2,1.7,76.1,82.1,1009.6,738.8,0.36,18.0,0.12,0.0,0.8,12,5,5,8,824.1
JRN_226069_20260808_ST01,JRN_226069_20260808,2026-08-08T06:03:00,226069,226069,Ajmer - Visakhapatnam SF Express,SR,AII,Ajmer JN,ASR,Amritsar JN,25.0,80.0,3.7,0.0,83.7,86.2,734.0,537.1,0.0,0.0,0.02,0.0,0.3,9,6,5,8,525.9
JRN_12137_20260808_ST17,JRN_12137_20260808,2026-08-08T06:06:00,12137,12137,Punjab Mail,CR,BAQ,Ganj Basoda,BINA,Bina JN,33.0,92.8,54.2,52.4,70.9,95.8,3115.1,2279.3,0.0,0.0,0.22,0.0,0.0,35,6,5,8,2335.7
JRN_125021_20260808_ST01,JRN_125021_20260808,2026-08-08T06:06:00,125021,125021,Bareilly - Visakhapatnam Jan Shatabdi,NER,BE,Bareilly,SBC,Bengaluru City,25.0,80.0,11.2,0.0,76.2,99.3,632.5,462.8,0.0,0.0,0.1,0.25,0.0,7,6,5,8,450.6
